Catalog Number	Genome Tax ID	Assembly_URL	Illumina_R1_URL	Illumina_R2_URL	ONT_URL	
9290	624	https:/atccbioinformatics.blob.core.windows.net/publicdata/9290.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB12_9290_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB12_9290_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AE03_9290.fastq.gz	
700868	36809	https:/atccbioinformatics.blob.core.windows.net/publicdata/700868.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB10_700868_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB10_700868_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AE01_700868.fastq.gz	
51620	730	https:/atccbioinformatics.blob.core.windows.net/publicdata/51620.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB27_51620_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB27_51620_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AG02_51620.fastq.gz	
49766	727	https:/atccbioinformatics.blob.core.windows.net/publicdata/49766.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB36_49766_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB36_49766_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AI01_49766.fastq.gz	
49447	1311	https:/atccbioinformatics.blob.core.windows.net/publicdata/49447.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB19_49447_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB19_49447_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AF03_49447.fastq.gz	
49175	46124	https:/atccbioinformatics.blob.core.windows.net/publicdata/49175.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB16_49175_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB16_49175_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AE06_49175.fastq.gz	
49046	28131	https:/atccbioinformatics.blob.core.windows.net/publicdata/49046.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB09_49046_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB09_49046_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AD04_49046.fastq.gz	
35668	1309	https:/atccbioinformatics.blob.core.windows.net/publicdata/35668.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB05_35668_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB05_35668_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AC05_35668.fastq.gz	
35654	644	https:/atccbioinformatics.blob.core.windows.net/publicdata/35654.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB35_35654_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB35_35654_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AH04_35654.fastq.gz	
33484	450	https:/atccbioinformatics.blob.core.windows.net/publicdata/33484.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB33_33484_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB33_33484_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AH03_33484.fastq.gz	
27850	1286	https:/atccbioinformatics.blob.core.windows.net/publicdata/27850.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB31_27850_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB31_27850_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AG04_27850.fastq.gz	
27591	1311	https:/atccbioinformatics.blob.core.windows.net/publicdata/27591.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB32_27591_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB32_27591_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AH02_27591.fastq.gz	
17874	1502	https:/atccbioinformatics.blob.core.windows.net/publicdata/17874.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB20_17874_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB20_17874_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AF04_17874.fastq.gz	
17744	39777	https:/atccbioinformatics.blob.core.windows.net/publicdata/17744.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB03_17744_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB03_17744_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AC03_17744.fastq.gz	
15826	2718	https:/atccbioinformatics.blob.core.windows.net/publicdata/15826.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB18_15826_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB18_15826_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AF02_15826.fastq.gz	
15539	2121	https:/atccbioinformatics.blob.core.windows.net/publicdata/15539.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB11_15539_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB11_15539_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AE02_15539.fastq.gz	
14573	1559	https:/atccbioinformatics.blob.core.windows.net/publicdata/14573.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB01_14573_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB01_14573_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AC01_14573.fastq.gz	
14293	472	https:/atccbioinformatics.blob.core.windows.net/publicdata/14293.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB14_14293_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB14_14293_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AE04_14293.fastq.gz	
14207	287	https:/atccbioinformatics.blob.core.windows.net/publicdata/14207.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB34_14207_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB34_14207_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AG05_14207.fastq.gz	
13932	1639	https:/atccbioinformatics.blob.core.windows.net/publicdata/13932.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB46_13932_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB46_13932_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AL05_13932.fastq.gz	
12357	1314	https:/atccbioinformatics.blob.core.windows.net/publicdata/12357.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB17_12357_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AB17_12357_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AF01_12357.fastq.gz	
68554	55601	https:/atccbioinformatics.blob.core.windows.net/publicdata/68554.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA43_68554_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA43_68554_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AM02_68554.fastq.gz	
19977	36809	https:/atccbioinformatics.blob.core.windows.net/publicdata/19977.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA42_19977_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA42_19977_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AM01_19977.fastq.gz	
11633	456327	https:/atccbioinformatics.blob.core.windows.net/publicdata/11633.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA44_11633_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA44_11633_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AM03_11633.fastq.gz	
43254	39029	https:/atccbioinformatics.blob.core.windows.net/publicdata/43254.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA47_43254_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA47_43254_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AN02_43254.fastq.gz	
33403	1650	https:/atccbioinformatics.blob.core.windows.net/publicdata/33403.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA48_33403_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA48_33403_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AN03_33403.fastq.gz	
33154	91891	https:/atccbioinformatics.blob.core.windows.net/publicdata/33154.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA46_33154_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA46_33154_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AN01_33154.fastq.gz	
BAA-2793	287	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-2793.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA39_BAA-2793_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA39_BAA-2793_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AL02_BAA-2793.fastq.gz	
25830	180434	https:/atccbioinformatics.blob.core.windows.net/publicdata/25830.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA38_25830_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA38_25830_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AL01_25830.fastq.gz	
BAA-751	1639	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-751.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA35_BAA-751_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA35_BAA-751_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AK01_BAA-751.fastq.gz	
BAA-1409	1313	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-1409.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA37_BAA-1409_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA37_BAA-1409_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AK03_BAA-1409.fastq.gz	
29914	588	https:/atccbioinformatics.blob.core.windows.net/publicdata/29914.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA36_29914_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA36_29914_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AK02_29914.fastq.gz	
BAA-945	210	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-945.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA07_BAA-945_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA07_BAA-945_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DU05_BAA-945.fastq.gz	
BAA-341	1313	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-341.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA29_BAA-341_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA29_BAA-341_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AA06_BAA-341.fastq.gz	
700826	183417	https:/atccbioinformatics.blob.core.windows.net/publicdata/700826.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA12_700826_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA12_700826_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DV03_700826.fastq.gz	
55734	287	https:/atccbioinformatics.blob.core.windows.net/publicdata/55734.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA05_55734_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA05_55734_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DU03_55734.fastq.gz	
49404	146018	https:/atccbioinformatics.blob.core.windows.net/publicdata/49404.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA15_49404_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA15_49404_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DV06_49404.fastq.gz	
35224	200	https:/atccbioinformatics.blob.core.windows.net/publicdata/35224.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA31_35224_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA31_35224_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AB04_35224.fastq.gz	
35217	198	https:/atccbioinformatics.blob.core.windows.net/publicdata/35217.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA33_35217_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA33_35217_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AB06_35217.fastq.gz	
33560	32022	https:/atccbioinformatics.blob.core.windows.net/publicdata/33560.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA06_33560_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA06_33560_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DU04_33560.fastq.gz	
33297	464	https:/atccbioinformatics.blob.core.windows.net/publicdata/33297.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA04_33297_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA04_33297_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DU02_33297.fastq.gz	
33270	33033	https:/atccbioinformatics.blob.core.windows.net/publicdata/33270.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA32_33270_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA32_33270_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AB05_33270.fastq.gz	
33222	1591	https:/atccbioinformatics.blob.core.windows.net/publicdata/33222.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA21_33222_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA21_33222_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DX06_33222.fastq.gz	
27752	1322	https:/atccbioinformatics.blob.core.windows.net/publicdata/27752.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA09_27752_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA09_27752_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DU06_27752.fastq.gz	
27139	1582	https:/atccbioinformatics.blob.core.windows.net/publicdata/27139.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA03_27139_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA03_27139_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DU01_27139.fastq.gz	
25644	1623	https:/atccbioinformatics.blob.core.windows.net/publicdata/25644.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA10_25644_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA10_25644_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DV01_25644.fastq.gz	
25559	84112	https:/atccbioinformatics.blob.core.windows.net/publicdata/25559.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA02_25559_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA02_25559_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DT06_25559.fastq.gz	
25238	480	https:/atccbioinformatics.blob.core.windows.net/publicdata/25238.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA27_25238_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA27_25238_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AA04_25238.fastq.gz	
23746	435	https:/atccbioinformatics.blob.core.windows.net/publicdata/23746.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA19_23746_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA19_23746_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DX04_23746.fastq.gz	
19417	738	https:/atccbioinformatics.blob.core.windows.net/publicdata/19417.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA30_19417_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA30_19417_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AB03_19417.fastq.gz	
17741	266	https:/atccbioinformatics.blob.core.windows.net/publicdata/17741.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA01_17741_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA01_17741_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DT05_17741.fastq.gz	
15468	648	https:/atccbioinformatics.blob.core.windows.net/publicdata/15468.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA26_15468_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA26_15468_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AA03_15468.fastq.gz	
14685	483	https:/atccbioinformatics.blob.core.windows.net/publicdata/14685.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA13_14685_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA13_14685_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DV04_14685.fastq.gz	
10100	1351	https:/atccbioinformatics.blob.core.windows.net/publicdata/10100.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA25_10100_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2021AA25_10100_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2021AA02_10100.fastq.gz	
27919	28026	https:/atccbioinformatics.blob.core.windows.net/publicdata/27919.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CX07_27919_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CX07_27919_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DT03_27919.fastq.gz	
49949	1265	https:/atccbioinformatics.blob.core.windows.net/publicdata/49949.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CX05_49949_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CX05_49949_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DT01_49949.fastq.gz	
BAA-999	216816	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-999.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CX03_BAA-999_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CX03_BAA-999_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DO03_BAA-999.fastq.gz	
35030	336306	https:/atccbioinformatics.blob.core.windows.net/publicdata/35030.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2020AA28_35030_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2020AA28_35030_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020CS01_35030.fastq.gz	
27536	1365953	https:/atccbioinformatics.blob.core.windows.net/publicdata/27536.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2020AA38_27536_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2020AA38_27536_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020CT04_27536.fastq.gz	
BAA-2468	550	https:/atccbioinformatics.blob.core.windows.net/publicdata/BAA-2468.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2020AC19_BAA-2468_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2020AC19_BAA-2468_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DR03_BAA-2468.fastq.gz	
9270	1173801	https:/atccbioinformatics.blob.core.windows.net/publicdata/9270.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2020AC38_9270_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2020AC38_9270_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DS01_9270.fastq.gz	
43782	173	https:/atccbioinformatics.blob.core.windows.net/publicdata/43782.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2020AC41_43782_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2020AC41_43782_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DS04_43782.fastq.gz	
33564	673	https:/atccbioinformatics.blob.core.windows.net/publicdata/33564.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2020AC37_33564_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2020AC37_33564_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DR05_33564.fastq.gz	
21253	1718	https:/atccbioinformatics.blob.core.windows.net/publicdata/21253.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2020AC40_21253_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILN1_2020AC40_21253_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DS03_21253.fastq.gz	
700296	1282	https:/atccbioinformatics.blob.core.windows.net/publicdata/700296.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CT11_700296_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CT11_700296_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DL05_700296.fastq.gz	
55173	1396	https:/atccbioinformatics.blob.core.windows.net/publicdata/55173.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CT10_55173_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CT10_55173_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DM05_55173.fastq.gz	
53608	1598	https:/atccbioinformatics.blob.core.windows.net/publicdata/53608.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CT09_53608_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CT09_53608_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DO04_53608.fastq.gz	
53598	1270	https:/atccbioinformatics.blob.core.windows.net/publicdata/53598.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CT08_53598_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CT08_53598_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DL06_53598.fastq.gz	
35695	562	https:/atccbioinformatics.blob.core.windows.net/publicdata/35695.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CT06_35695_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CT06_35695_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DO06_35695.fastq.gz	
31284	1398	https:/atccbioinformatics.blob.core.windows.net/publicdata/31284.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CT05_31284_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CT05_31284_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DN03_31284.fastq.gz	
19096	69373	https:/atccbioinformatics.blob.core.windows.net/publicdata/19096.fasta.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CT04_19096_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ILM3_2020CT04_19096_R1.fastq.gz	https:/atccbioinformatics.blob.core.windows.net/publicdata/ONG3_2020DN04_19096.fastq.gz	
